cluster,Label
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
4,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
0,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
0,pigeonpeas
4,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
0,pigeonpeas
1,pigeonpeas
1,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
0,pigeonpeas
2,pigeonpeas
2,pigeonpeas
4,pigeonpeas
4,pigeonpeas
2,pigeonpeas
2,pigeonpeas
1,pigeonpeas
2,pigeonpeas
1,pigeonpeas
6,pigeonpeas
2,pigeonpeas
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
2,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
0,mothbeans
2,mothbeans
2,mothbeans
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,mungbean
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,blackgram
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
5,lentil
5,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
5,lentil
0,lentil
0,lentil
4,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
5,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
2,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
4,lentil
4,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
5,lentil
0,lentil
0,lentil
0,lentil
0,lentil
0,lentil
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
5,banana
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
0,mango
0,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
2,mango
0,mango
2,mango
2,mango
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
3,grapes
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,watermelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
7,muskmelon
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
3,apple
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
0,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
0,orange
6,orange
6,orange
6,orange
6,orange
6,orange
0,orange
0,orange
6,orange
6,orange
0,orange
0,orange
0,orange
6,orange
6,orange
6,orange
6,orange
1,papaya
0,papaya
0,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
0,papaya
1,papaya
1,papaya
0,papaya
0,papaya
1,papaya
0,papaya
0,papaya
0,papaya
0,papaya
1,papaya
0,papaya
1,papaya
1,papaya
0,papaya
0,papaya
0,papaya
0,papaya
0,papaya
1,papaya
0,papaya
0,papaya
0,papaya
1,papaya
1,papaya
0,papaya
1,papaya
1,papaya
1,papaya
0,papaya
0,papaya
1,papaya
0,papaya
0,papaya
1,papaya
1,papaya
0,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
5,papaya
0,papaya
0,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
5,papaya
5,papaya
0,papaya
0,papaya
0,papaya
5,papaya
1,papaya
5,papaya
1,papaya
1,papaya
0,papaya
1,papaya
1,papaya
0,papaya
1,papaya
1,papaya
5,papaya
1,papaya
0,papaya
1,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
0,papaya
5,papaya
5,papaya
1,papaya
0,papaya
1,papaya
0,papaya
0,papaya
0,papaya
1,papaya
1,papaya
1,papaya
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
1,coconut
6,coconut
1,coconut
6,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
1,coconut
6,coconut
1,coconut
1,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
6,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
1,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
1,coconut
6,coconut
6,coconut
6,coconut
1,coconut
1,coconut
1,coconut
1,coconut
6,coconut
6,coconut
6,coconut
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
5,cotton
7,cotton
7,cotton
7,cotton
5,cotton
7,cotton
5,cotton
7,cotton
5,cotton
5,cotton
7,cotton
7,cotton
5,cotton
7,cotton
7,cotton
7,cotton
5,cotton
5,cotton
7,cotton
7,cotton
5,cotton
5,cotton
7,cotton
7,cotton
7,cotton
7,cotton
5,cotton
5,cotton
7,cotton
5,cotton
7,cotton
7,cotton
5,cotton
5,cotton
5,cotton
7,cotton
7,cotton
5,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
5,cotton
7,cotton
5,cotton
7,cotton
5,cotton
5,cotton
7,cotton
5,cotton
5,cotton
7,cotton
7,cotton
7,cotton
7,cotton
5,cotton
7,cotton
5,cotton
5,cotton
7,cotton
7,cotton
7,cotton
5,cotton
5,cotton
5,cotton
5,cotton
7,cotton
7,cotton
5,cotton
7,cotton
5,cotton
7,cotton
5,cotton
7,cotton
5,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
7,cotton
5,cotton
5,cotton
5,cotton
7,cotton
7,cotton
7,cotton
5,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
5,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
5,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
1,jute
